Movie Name,Rating,Runtime,Metascore,Votes,Gross,imdb_id,Hit,popularity,vote_average,release_year,budget_adj,revenue_adj,is_major_company,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Drama,Genre_Family,Genre_Fantasy,Genre_Horror,Genre_Music,Genre_Mystery,Genre_Romance,Genre_Sci-Fi,Genre_Thriller,Genre_War,Genre_Western
I Love Trouble,5.3,123,52.75206611570248,12331,30806194,tt0110093,0,0.275024,5.4,1994,66200020.27,43453835.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Infini,5.3,110,51.18020304568528,14827,14827,tt3327624,0,0.215864,5.0,2015,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Wrecked,5.3,91,61.0,16622,4821,tt1316622,0,0.524061,5.3,2010,736168.0078,8020.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Celtic Pride,5.3,91,34.0,10356,9255027,tt0115851,0,0.201035,5.0,1996,66200020.27,43453835.1,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Visions,5.3,82,51.18020304568528,10942,10942,tt2954474,0,0.515401,5.5,2015,4599997.976,85706038.9,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Meeting Evil,5.3,89,63.25908372827804,12451,181,tt1810697,0,0.15305,4.4,2012,14565030.69,498.6157477,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Krrish 3,5.3,152,52.75206611570248,24197,2191343,tt1029231,0,0.427654,6.2,2013,5820348.991,1100009.1155,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Zookeeper,5.2,102,30.0,63268,80360843,tt1222817,0,1.64314,5.4,2011,77551843.41,164654932.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Doom,5.2,105,34.0,116191,28212337,tt0419706,0,1.001465,4.9,2005,66993797.38,62513387.31,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Covenant,5.2,97,19.0,50833,23292105,tt0475944,0,0.357462,5.2,2006,21633383.17,40668024.81,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scooby-Doo,5.2,86,35.0,119063,132142175,tt0267913,0,1.064405,5.3,2002,78760466.20075,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Alvin and the Chipmunks,5.2,92,39.0,90231,132142175,tt0952640,0,1.748315,5.6,2007,63100114.96,165524556.362,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lie with Me,5.2,93,65.23290203327171,16116,16116,tt0418832,0,1.203532,5.0,2005,2456439.237,31555208.205,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
The Mummy: Tomb of the Dragon Emperor,5.2,112,31.0,166072,102491776,tt0859163,0,2.511394,5.1,2008,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mighty Morphin Power Rangers,5.2,95,40.0,29051,38187431,tt0113820,0,0.932073,5.3,1995,21464503.01,94443813.23,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spawn,5.2,96,34.0,70338,54967359,tt0120177,0,0.676667,5.0,1997,54338412.84,119327211.7,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Color of Night,5.2,121,36.0,25035,19721814,tt0109456,0,0.736742,5.6,1994,58844462.46,29019220.22,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Queen of the Damned,5.2,101,30.0,57952,30336800,tt0238546,0,0.698611,5.2,2002,42429148.78,55132569.27,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Scooby-Doo 2: Monsters Unleashed,5.2,93,34.0,61311,84216833,tt0331632,0,1.433373,5.2,2004,24503383.445,165524556.362,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lost in Space,5.2,130,42.0,73721,69117629,tt0120738,0,1.282567,4.9,1998,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Nightmare on Elm Street,5.2,95,35.0,103828,63075011,tt1179056,0,1.074308,5.5,2010,35000000.0,115664037.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Paul Blart: Mall Cop,5.2,91,39.0,113769,20819129,tt1114740,0,1.641739,5.4,2009,26426411.29,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bait,5.2,93,52.75206611570248,18575,18575,tt1438173,0,0.365381,5.2,2012,28492328.44,31555208.205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Sweetest Thing,5.2,84,32.0,60528,24718164,tt0253867,0,0.821206,5.4,2002,52127239.93,83278442.14,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Big Momma's House,5.2,99,33.0,88233,117559438,tt0208003,0,1.001503,5.7,2000,37988763.43,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Good Day to Die Hard,5.2,98,28.0,210978,67349198,tt1606378,0,2.815499,5.2,2013,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Superstar,5.2,81,42.0,19872,30628981,tt0167427,0,0.296655,4.8,1999,30391010.74,17348201.97,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
King Solomon's Mines,5.2,100,29.0,14240,15057465,tt0089421,0,0.887605,4.9,1985,25339575.65,482925.6871,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Friday the 13th Part VII: The New Blood,5.2,88,13.0,39645,19170001,tt0095179,0,0.485136,5.4,1988,5162894.865,35347392.76,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Smokey and the Bandit II,5.2,100,41.0,16867,66132626,tt0081529,0,0.76363,5.0,1980,37722622.19,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Shutter,5.2,85,37.0,36207,25926543,tt0482599,0,0.503798,5.4,2008,48018283.49,73971558.41,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Jungle 2 Jungle,5.2,105,42.0,25194,59925026,tt0119432,0,0.622046,5.3,1997,67245899.36,156808805.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Apollo 18,5.2,86,24.0,56777,17686929,tt1772240,0,0.941604,4.9,2011,4846990.213,24780648.49,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Transporter Refueled,5.2,96,32.0,43386,16029670,tt2938956,0,1.355822,5.3,2015,22999989.88,66819267.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Malibu's Most Wanted,5.2,86,43.0,20351,34308901,tt0328099,0,0.446522,4.7,2003,30306534.84,18885372.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Lazarus Effect,5.2,83,31.0,44970,25799043,tt2918436,0,0.599655,4.9,2015,3035998.664,58981843.81,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Lords of Salem,5.2,101,57.0,31228,1163508,tt1731697,0,0.612153,4.7,2012,1424616.422,1107289.762,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Silent House,5.2,86,49.0,23524,12555230,tt1767382,0,0.419201,5.2,2011,1938796.085,12700735.19,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Open Water 2: Adrift,5.2,94,58.352808988764046,19352,19352,tt0470055,0,0.704242,5.0,2006,1298002.99,31555208.205,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Bag Man,5.2,108,28.0,16654,48817,tt2212008,0,0.800344,5.0,2014,19392071.575000003,52109.80511,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Wild,5.2,82,47.0,26841,37384046,tt0405469,0,1.363623,5.2,2006,78760466.20075,40437169.57,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Bad Girls,5.2,99,52.75206611570248,13139,15240435,tt0109198,0,0.278598,4.7,1994,34694390.230000004,22420380.13,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Medallion,5.2,88,38.0,42823,22108977,tt0288045,0,0.84781,5.3,2003,48599458.44,31555208.205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strange Wilderness,5.2,87,12.0,22337,6563357,tt0489282,0,0.44086,4.6,2008,45999979.76,6659357.723,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cherry Falls,5.2,92,51.18020304568528,14230,14230,tt0175526,0,0.150887,4.3,2000,13853344.8,43221543.77,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Day,5.2,87,41.0,13027,20502,tt1756799,0,0.368965,4.6,2011,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simply Irresistible,5.2,96,27.0,14501,4394936,tt0145893,0,0.231418,6.2,1999,7854317.08,5758509.073,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
My Super Ex-Girlfriend,5.2,96,50.0,65691,22530295,tt0465624,0,0.434505,4.9,2006,34694390.230000004,65869484.07,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Man of the House,5.2,96,56.58610567514677,10062,40070995,tt0113755,0,0.082068,5.4,1995,67245899.36,156808805.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Alex Cross,5.2,101,30.0,34805,25888412,tt1712170,0,0.686877,5.2,2012,42738492.66,28827808.51,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Empire State,5.2,94,52.75206611570248,22389,22389,tt2171867,0,0.937954,5.0,2013,10296366.88,3406548.302,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dominion,5.2,117,55.0,12321,251495,tt0449086,0,0.453059,4.6,2005,33496898.69,280810.0845,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Pootie Tang,5.2,81,31.0,14705,3293258,tt0258038,0,0.241272,5.8,2001,3451350.606,1100009.1155,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Clockstoppers,5.2,94,40.0,14766,36985501,tt0157472,0,0.440499,4.5,2002,31518796.23,47027599.31,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ready to Wear,5.2,133,48.0,15556,11300653,tt0110907,0,0.536193,6.0,1994,22066673.42,16624521.28,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Snow Dogs,5.2,99,29.0,27839,81172560,tt0281373,0,0.499307,5.3,2002,40004625.99,156808805.1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Racing Stripes,5.2,102,43.0,17736,49772522,tt0376105,0,0.786786,5.1,2005,33496898.69,104702955.6,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Mutant Chronicles,5.2,111,52.75206611570248,26793,6820,tt0490181,0,0.32288,5.1,2008,8102293.07,2059162.336,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Donkey Punch,5.2,99,43.0,11363,18378,tt0988849,0,0.201483,4.0,2008,19392071.575000003,31555208.205,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Vamps,5.2,92,57.0,10552,2964,tt1545106,0,0.10568,4.7,2012,15195908.5,6780114.573,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
First Kid,5.2,101,48.0,11247,26459681,tt0116311,0,0.233055,5.9,1996,67245899.36,156808805.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Ladies Man,5.2,84,22.0,13525,13592872,tt0213790,0,0.279624,5.4,2000,30391010.74,17348201.97,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Catch That Kid,5.2,91,33.0,10744,16702864,tt0337917,0,0.274886,5.2,2004,20780017.2,19282544.51,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
License to Wed,5.2,91,25.0,40029,43799818,tt0762114,0,0.492637,5.1,2007,36808400.39,72888230.03,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Fathers' Day,5.2,98,43.0,16086,28659604,tt0119109,0,0.536259,5.1,1997,78760466.20075,115279131.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Over Her Dead Body,5.2,95,30.0,25122,7563670,tt0785007,0,0.421657,5.2,2008,10127866.34,31555208.205,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Pay the Ghost,5.2,94,23.0,18186,18186,tt3733778,0,1.036825,5.3,2015,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Arthur and the Revenge of Maltazard,5.2,107,64.54545454545455,10322,347136,tt0940657,0,0.691392,5.3,2009,78760466.20075,8930475.364,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Riding the Bullet,5.2,98,37.0,10315,101107,tt0355954,0,0.266804,4.2,2004,5772226.999,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Thaw,5.2,94,51.18020304568528,12473,12473,tt1235448,0,0.377372,4.7,2009,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Renegade,5.2,124,58.352808988764046,12112,12112,tt0276830,0,0.518765,4.8,2004,61185606.19,31555208.205,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Candyman: Farewell to the Flesh,5.2,95,41.0,13742,13940383,tt0112625,0,0.355338,4.7,1995,12830494.675,19948226.19,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Walking with Dinosaurs 3D,5.2,87,37.0,11661,36076121,tt1762399,0,0.816581,5.0,2013,74882668.22,118451761.5,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Student of the Year,5.2,146,56.58610567514677,19110,326508,tt2172071,0,0.069504,6.6,2012,3451350.606,1100009.1155,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Quarantine 2: Terminal,5.2,86,51.18020304568528,20297,20297,tt1699231,0,0.165548,4.3,2011,3877592.17,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Eddie,5.2,100,56.58610567514677,11246,31356117,tt0116168,0,0.254728,5.8,1996,55837955.56,31464760.97,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Mr. Woodcock,5.2,87,41.0,36545,25628629,tt0419984,0,0.529537,4.7,2007,23136708.82,31555208.205,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
My Mom's New Boyfriend,5.2,119,56.58610567514677,12066,12066,tt0780534,0,0.282246,5.4,2008,19392071.575000003,31555208.205,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Rapture-Palooza,5.2,85,44.0,12178,12178,tt1879032,0,0.443555,4.7,2013,24503383.445,126018162.165,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Conan the Barbarian,5.1,113,36.0,100864,21295021,tt0816462,0,1.054256,5.2,2011,78760466.20075,47301797.85,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sex Tape,5.1,94,36.0,115131,38543473,tt1956620,0,5.701683,5.3,2014,36843642.03,116121496.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Haunted Mansion,5.1,88,34.0,51616,75847266,tt0338094,0,1.004692,5.1,2003,78760466.20075,165524556.362,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Red Sonja,5.1,89,35.0,43444,6948633,tt0089893,0,0.70478,5.2,1985,36286272.34,14086032.93,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Eragon,5.1,104,38.0,128390,75030163,tt0449010,0,1.296272,4.8,2006,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
All Hallows' Eve,5.1,83,51.18020304568528,10009,10009,tt2900624,0,0.248392,4.7,2013,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Sliver,5.1,107,38.0,32800,36300000,tt0108162,0,1.038971,4.7,1993,60378798.47,165524556.362,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
"10,000 BC",5.1,109,34.0,133449,94784201,tt0443649,0,1.841839,5.2,2008,78760466.20075,165524556.362,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Dukes of Hazzard,5.1,104,33.0,80472,80270227,tt0377818,0,0.885834,5.2,2005,55828164.48,123719317.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Nothing But Trouble,5.1,94,13.0,26307,8479793,tt0102558,0,0.764796,5.3,1991,64043713.68,13576935.87,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Return to the Blue Lagoon,5.1,102,28.0,20800,2807854,tt0102782,0,0.483931,5.0,1991,17612021.26,4495634.941,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hot Pursuit,5.1,87,31.0,52668,34507079,tt2967224,0,1.178831,5.5,2015,32199985.83,47545764.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Miss Congeniality 2: Armed & Fabulous,5.1,115,34.0,77772,48478006,tt0385307,0,0.685198,5.3,2005,78760466.20075,112827163.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scary Movie 4,5.1,83,40.0,125260,90710620,tt0362120,0,1.241836,5.3,2006,48675112.12,165524556.362,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
The Final Destination,5.1,82,30.0,110456,66477700,tt1144884,0,1.083957,5.5,2009,40656017.36,165524556.362,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Three Stooges,5.1,92,56.0,32418,44338224,tt0383010,0,0.784114,4.9,2012,28492328.44,52064317.63,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Return to Sender,5.1,92,23.0,14089,14089,tt2948790,0,0.696184,5.0,2015,9308100.058,291154.1119,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
First Daughter,5.1,106,31.0,24652,9055010,tt0361620,0,0.575292,5.2,2004,34633361.99,73971558.41,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Abduction,5.1,106,25.0,82002,28087155,tt1600195,0,1.246595,5.5,2011,33928931.49,79575127.38,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Meet Dave,5.1,90,43.0,42460,11802056,tt0765476,0,0.498026,5.1,2008,60767198.03,51297723.01,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cosmopolis,5.1,109,58.0,49003,743636,tt1480656,0,0.359578,4.8,2012,19469757.77,5758827.636,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
"I, Frankenstein",5.1,92,30.0,82593,19075290,tt1418377,0,0.989916,5.1,2014,59870918.3,65539857.91,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sorority Row,5.1,101,24.0,31640,11956207,tt1232783,0,0.319532,5.3,2009,12705005.43,27652312.18,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Hills Have Eyes 2,5.1,89,32.0,65955,20804166,tt0800069,0,1.017441,5.1,2007,15775028.74,80909461.36500001,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
I Spit on Your Grave: Vengeance Is Mine,5.1,92,51.18020304568528,14532,14532,tt4530884,0,0.527957,5.0,2015,19392071.575000003,757.2509824,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
When a Stranger Calls,5.1,87,27.0,47246,47860214,tt0455857,0,0.337268,5.4,2006,16225037.37,72436124.46,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Cave,5.1,97,30.0,40179,15007991,tt0402901,0,0.332997,5.2,2005,33496898.69,16757371.8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Fly II,5.1,105,36.0,23871,20021322,tt0097368,0,0.486713,4.9,1989,13230183.76,68430105.94,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
G-Force,5.1,88,41.0,48341,119436770,tt0436339,0,1.324927,5.1,2009,78760466.20075,165524556.362,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Summer Catch,5.1,104,21.0,16353,19693891,tt0234829,0,0.299969,4.8,2001,41870595.97,24252792.74,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Toys,5.1,118,40.0,32861,21452082,tt0105629,0,0.633704,4.9,1992,34694390.230000004,36176023.39,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Halloween III: Season of the Witch,5.1,98,50.0,57268,14400000,tt0085636,0,0.310497,4.7,1982,5649106.006,32538850.6,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Exorcist: The Beginning,5.1,114,30.0,37958,41821986,tt0204313,0,0.572019,4.6,2004,78760466.20075,90047417.69,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Agent Cody Banks,5.1,102,41.0,36014,47938330,tt0313911,0,0.275184,4.9,2003,33189874.05,69693773.63,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cats & Dogs,5.1,87,47.0,61118,93385515,tt0239395,0,1.134012,5.0,2001,73889287.0,114990388.9,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Dirty Shame,5.1,89,56.0,13252,1339668,tt0365125,0,0.225831,5.5,2004,17316681.0,2209800.133,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Saturn 3,5.1,88,9.0,10011,10011,tt0079285,0,0.323615,4.9,1980,21586686.2,31555208.205,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The NeverEnding Story II: The Next Chapter,5.1,89,30.0,26794,17373527,tt0100240,0,0.768724,5.7,1990,53404753.29,27175788.09,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Child's Play 3,5.1,90,27.0,43763,14960255,tt0103956,0,0.583385,5.5,1991,20814206.95,32918877.11,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Stealth,5.1,121,35.0,55218,32116746,tt0382992,0,0.606286,5.0,2005,78760466.20075,85900499.92,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Order,5.1,102,21.0,18181,7659747,tt0304711,0,0.556095,4.8,2003,41487342.57,13703631.97,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
An American Werewolf in Paris,5.1,98,31.0,26133,26570463,tt0118604,0,0.223151,5.3,1997,29886127.06,36094919.7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Swimfan,5.1,85,29.0,20741,28563926,tt0283026,0,0.173889,5.1,2002,10304221.85,49035503.48,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
My Favorite Martian,5.1,94,33.0,14059,36830057,tt0120764,0,0.88284,5.2,1999,78760466.20075,48238729.61,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Stormbreaker,5.1,93,42.0,25179,652526,tt0457495,0,0.564216,5.0,2006,43266766.33,25892855.69,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Willow Creek,5.1,80,62.0,12157,12157,tt2885364,0,0.069606,5.2,2013,19392071.575000003,118799.7301,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
And Soon the Darkness,5.1,91,65.23290203327171,18331,18331,tt1391034,0,0.385303,5.1,2010,19245416.62,9143655.471,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Cannibal Ferox,5.1,93,58.352808988764046,10378,10378,tt0082700,0,0.210765,4.8,1981,19392071.575000003,31555208.205,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fire Down Below,5.1,105,40.0,18571,16228448,tt0119123,0,0.530544,5.0,1997,78760466.20075,21735365.14,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Get Carter,5.1,102,24.0,35580,14967182,tt0208988,0,0.66065,5.3,2000,78760466.20075,24582519.95,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Inferno,5.1,95,52.75206611570248,10282,10282,tt0139151,0,0.318024,5.2,1999,19635792.7,49674281.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Everly,5.1,92,35.0,18928,18928,tt1945084,0,1.342839,5.1,2015,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Free Willy 2: The Adventure Home,5.1,95,58.352808988764046,19065,30077111,tt0113114,0,0.428023,5.6,1995,48018283.49,73971558.41,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dylan Dog: Dead of Night,5.1,107,31.0,15403,1183354,tt1013860,0,0.283241,4.9,2010,20000000.0,4634062.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Grave Encounters 2,5.1,98,51.18020304568528,26223,26223,tt2231554,0,0.494142,5.1,2012,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Universal Soldier: Day of Reckoning,5.1,114,58.0,20919,5460,tt1659343,0,0.546483,5.1,2012,10922059.24,1331833.054,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Snow Day,5.1,89,34.0,13250,60020107,tt0184907,0,0.136161,4.6,2000,45999979.76,98965884.825,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
The Breed,5.1,91,52.75206611570248,13757,14500,tt0455362,0,0.632401,4.9,2006,19392071.575000003,1812319.368,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Made in America,5.1,111,49.0,17375,44942695,tt0107478,0,0.268507,5.6,1993,33208339.16,73971558.41,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Vampire Killers,5.1,86,52.75206611570248,20512,20512,tt1020885,0,0.295735,5.1,2009,19392071.575000003,31555208.205,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Open Windows,5.1,100,47.0,14807,14807,tt2409818,0,0.81219,5.1,2014,11544454.0,639647.1986,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Houses October Built,5.1,91,51.18020304568528,10054,10054,tt1958043,0,0.095633,5.4,2014,3451350.606,1100009.1155,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
The Son of No One,5.1,90,36.0,17504,28870,tt1535612,0,0.685977,4.8,2011,14540970.64,56443954.83,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Air,5.1,95,33.0,12356,12356,tt2091478,0,0.638557,4.7,2015,3684364.203,291303.34281,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
Bless the Child,5.1,107,17.0,15040,29374178,tt0163983,0,0.513728,4.6,2000,50651684.57,98965884.825,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
The Quiet Ones,5.1,98,41.0,20783,8496112,tt2235779,0,0.667732,5.1,2014,184218.2102,16427536.39,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
Rebound,5.1,86,36.0,13373,16808336,tt0376108,0,0.738384,5.5,2005,50245348.03,18768327.97,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Freedomland,5.1,113,43.0,16756,12512886,tt0349467,0,0.87563,5.3,2006,40741068.85,15852540.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
Alpha and Omega,5.1,90,36.0,14827,25077977,tt1213012,0,0.495162,5.5,2010,20000000.0,39300000.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
