Movie Name,Rating,Runtime,Genre,Metascore,Votes,Gross,imdb_id,Hit,popularity,vote_average,release_year,budget_adj,revenue_adj,is_major_company
Three Men and a Little Lady,5.4,104,Comedy,51.0,25664,71609321,tt0098966,0,0.278612,5.3,1990,33377970.81,57397421.75,1
Psycho III,5.4,93,Horror,58.0,15514,14481606,tt0091799,0,0.384232,4.7,1986,37722622.19,28809799.82,1
The Astronaut's Wife,5.4,109,Drama,37.0,56590,10672566,tt0138304,0,0.378188,5.4,1999,78760466.20075,25655587.41,1
Phantoms,5.4,96,Horror,26.0,21657,5657370,tt0119891,0,0.566294,5.1,1998,20127866.34,7523576.548,1
Battle for the Planet of the Apes,5.4,93,Action,40.0,32246,8844595,tt0069768,0,0.876503,5.3,1973,8348971.284,43437217.45,1
Jack Frost,5.4,101,Comedy,40.0,38596,34545030,tt0141109,0,0.988657,5.4,1998,36117777.67,71904401.14,1
Aliens in the Attic,5.4,86,Adventure,42.0,23254,25200412,tt0775552,0,0.53923,5.1,2009,45738019.54,58830330.45,1
Unfinished Business,5.4,91,Comedy,32.0,34246,10214013,tt2358925,0,0.577814,4.9,2015,32199985.83,13276746.92,0
Sorority Boys,5.4,93,Comedy,25.0,15977,10198766,tt0279781,0,0.622035,5.4,2002,14547136.72,57397421.75,1
The Glimmer Man,5.4,91,Action,33.0,20743,20100000,tt0116421,0,0.623818,4.5,1996,62559753.25,71904401.14,1
Missing in Action,5.4,101,Action,43.0,15713,22812500,tt0087727,0,0.36224,5.1,1984,5352557.2,47884209.7,0
Freejack,5.4,110,Action,34.0,16883,17129000,tt0104299,0,0.524767,5.1,1992,38775921.7,71904401.14,1
Bel Ami,5.4,102,Crime,42.0,18978,119919,tt1440732,0,0.948869,5.1,2012,8547698.532,7885974.651,0
Fun Size,5.4,86,Adventure,37.0,14862,9402410,tt1663143,0,0.615971,5.4,2012,13296419.94,10843574.27,1
Northmen: A Viking Saga,5.4,97,Action,50.0,10367,10367,tt2290553,0,0.480362,5.3,2014,19392071.575000003,31555208.205,0
Mars Needs Moms,5.4,88,Animation,49.0,23264,21379315,tt1305591,0,0.921653,5.5,2011,78760466.20075,37799503.28,0
Death Wish 4: The Crackdown,5.4,99,Action,46.0,10451,6880310,tt0092857,0,0.389118,4.6,1987,18244494.47,23772380.08,0
Cocoon: The Return,5.4,116,Adventure,45.0,16929,18924919,tt0094890,0,0.657109,5.7,1988,32268092.9,46143223.5,1
Prom,5.4,104,Comedy,50.0,15535,10130219,tt1604171,0,0.506031,5.8,2011,7755184.341,9820002.171,1
Boys and Girls,5.4,94,Comedy,29.0,17237,20627372,tt0204175,0,0.417675,5.3,2000,20260673.83,26120278.5,0
Christmas with the Kranks,5.4,99,Comedy,22.0,53332,73780539,tt0388419,0,1.12564,5.3,2004,69266723.99,103472187.85,1
I Spy,5.4,97,Action,35.0,52525,33561137,tt0297181,0,1.011362,5.2,2002,78760466.20075,40684870.71,0
Mixed Nuts,5.4,97,Comedy,14.0,12627,6798240,tt0110538,0,0.420487,5.2,1994,22066673.42,34340989.57,0
