Movie Name,Rating,Runtime,Genre,Metascore,Votes,Gross,imdb_id,Hit,popularity,vote_average,release_year,budget_adj,revenue_adj,is_major_company
Peaceful Warrior,7.2,120,Drama,40.0,29130,3960414,tt0438315,0,0.294825,7.3,2006,15912567.0,67043571.42,0
El Cid,7.2,182,Biography,79.0,15040,26620000,tt0054847,0,0.30782,6.6,1961,19392071.575000003,31555208.205,0
Testament of Youth,7.2,129,Biography,76.0,29688,1822030,tt1441953,0,0.956582,7.0,2014,7200000.0,1678458.167,0
Hard Times,7.2,93,Crime,69.0,11418,8720000,tt0073092,0,0.423755,5.9,1975,10939917.16,20259105.86,1
Birdy,7.2,120,Drama,71.0,24086,1455045,tt0086969,0,0.367854,6.8,1984,34894673.955,34340989.57,0
Pat Garrett & Billy the Kid,7.2,122,Biography,53.0,20306,953399,tt0070518,0,0.384763,7.4,1973,22781803.56,28527780.74,0
Eight Men Out,7.2,119,Drama,71.0,21200,5680515,tt0095082,0,0.248819,7.3,1988,22642049.43,46020020.77,0
Arizona Dream,7.2,142,Comedy,62.0,44706,106658,tt0106307,0,0.409135,7.1,1993,28679929.27,31555208.205,0
The Physician,7.2,155,Adventure,58.352808988764046,40681,40681,tt2101473,0,1.047604,7.2,2013,29953067.29,53619956.42,0
Scarecrow,7.2,112,Drama,72.0,18361,9000000,tt0070643,0,0.135693,6.5,1973,38775921.7,71904401.14,1
Che: Part One,7.2,134,Biography,64.76015473887814,47078,1802521,tt0892255,0,0.825749,6.5,2008,30383599.01,639647.1986,0
Defending Your Life,7.2,112,Comedy,63.0,19811,16371128,tt0101698,0,0.325974,6.3,1991,46431692.42,115243648.07,1
Wild Bill,7.2,98,Drama,65.23290203327171,14084,14084,tt1795702,0,0.279592,6.3,2011,19392071.575000003,31555208.205,0
The Cincinnati Kid,7.2,102,Drama,67.0,17447,15260000,tt0059037,0,0.256709,6.8,1965,46706607.41500001,165524556.362,0
Beasts of the Southern Wild,7.2,93,Adventure,86.0,84158,12795746,tt2125435,0,0.430256,6.6,2012,1709539.706,20046961.06,0
The Ipcress File,7.2,109,Drama,66.0,16793,16793,tt0059319,0,0.306394,6.6,1965,9509222.248,17360297.794,0
Death and the Maiden,7.2,103,Drama,72.0,25819,2104000,tt0109579,0,0.665545,6.8,1994,7388928.7,6828894.982,0
Drowning by Numbers,7.2,118,Comedy,56.58610567514677,10521,424773,tt0092929,0,0.422717,6.3,1988,19392071.575000003,31555208.205,0
Cactus Flower,7.2,104,Comedy,67.0,11372,25889208,tt0064117,0,0.305709,6.8,1969,3451350.606,1100009.1155,0
Children of a Lesser God,7.2,119,Drama,80.0,17889,31853080,tt0090830,0,0.200781,6.7,1986,45999979.76,63368721.56,1
Avanti!,7.2,144,Comedy,56.58610567514677,11157,3300000,tt0068240,0,0.513571,6.5,1972,21884583.62,35600896.86,0
Nothing But the Truth,7.2,108,Crime,64.0,39066,3045,tt1073241,0,0.651467,6.1,2008,11647046.29,189089.2901,0
Reversal of Fortune,7.2,111,Biography,93.0,17498,15445131,tt0100486,0,0.088828,6.4,1990,38775921.7,25776356.58,1
In the Valley of Elah,7.2,121,Crime,65.0,74079,6777741,tt0478134,0,0.578112,6.2,2007,24188377.4,31068172.42,0
The Apostle,7.2,134,Drama,83.0,14533,20733485,tt0118632,0,0.498525,5.4,1997,6792301.605,31555208.205,0
Spare Parts,7.2,114,Biography,50.0,11568,3610933,tt3233418,0,0.475473,6.6,2015,3245007.475,31555208.205,0
Brassed Off,7.2,108,Comedy,60.0,20423,2560471,tt0115744,0,0.179962,6.5,1996,20127866.34,24908912.3,1
The Ballad of Cable Hogue,7.2,121,Comedy,56.58610567514677,10149,3500000,tt0065446,0,0.193759,7.3,1970,20875737.85,19657289.2,1
Conviction,7.2,107,Biography,61.0,45109,6783129,tt1244754,0,0.773316,7.0,2010,12500000.0,6732980.0,0
Broken,7.2,91,Drama,53.0,14563,14563,tt1441940,0,0.482632,6.3,2012,7200000.0,9991599.2145,0
Mrs. Brown,7.2,101,Biography,71.0,15122,9217930,tt0119280,0,0.318336,5.8,1997,20127866.34,24908912.3,1
The Express,7.2,130,Biography,58.0,22515,9589875,tt0469903,0,0.450911,7.1,2008,40511465.35,9918721.847,0
It's All Gone Pete Tong,7.2,90,Biography,56.0,20378,120620,tt0388139,0,0.429419,6.8,2004,2308890.8,139249.2041,0
Talk Radio,7.2,110,Drama,66.0,14156,3468572,tt0096219,0,0.246182,5.5,1988,7375564.092,6395668.774,0
House of Games,7.2,102,Crime,78.0,23242,2585639,tt0093223,0,0.335219,7.2,1987,19392071.575000003,4962049.225,0
Educating Rita,7.2,110,Comedy,54.0,14507,14648076,tt0085478,0,0.316098,5.2,1983,19392071.575000003,31555208.205,0
The Spanish Prisoner,7.2,110,Drama,70.0,25175,10200000,tt0120176,0,0.25871,7.1,1997,23400833.82,69443319.44,0
Sweet and Lowdown,7.2,95,Comedy,70.0,35870,4196621,tt0158371,0,0.281948,6.5,1999,19392071.575000003,31555208.205,0
Me and You and Everyone We Know,7.2,91,Comedy,76.0,36955,3885134,tt0415978,0,0.175572,6.7,2005,1116563.29,14906531.93,0
The Dish,7.2,101,Comedy,74.0,16752,2252970,tt0205873,0,0.156928,6.2,2000,32761167.35,25581791.53,0
The Fortune Cookie,7.2,125,Comedy,63.0,14949,14949,tt0060424,0,0.529721,6.4,1966,19392071.575000003,31555208.205,0
Tape,7.2,86,Drama,71.0,20652,490475,tt0275719,0,0.467091,6.6,2001,123148.8117,604014.134,0
Modigliani,7.2,128,Biography,25.0,12197,195378,tt0367188,0,0.220759,6.0,2004,16.1622356,31555208.205,0
The Draughtsman's Contract,7.2,108,Comedy,56.58610567514677,10552,10552,tt0083851,0,0.100664,6.0,1982,19319991.5,184592.1731,0
Stardust Memories,7.2,89,Comedy,56.58610567514677,23361,10389003,tt0081554,0,0.247924,6.3,1980,26460367.53,27489683.76,0
Talaash: The Answer Lies Within,7.2,140,Crime,65.0,43698,2706375,tt1787988,0,0.08066,6.5,2012,8082323.834,31555208.205,0
Amen.,7.2,132,Biography,57.0,14613,274299,tt0280653,0,0.24455,7.1,2002,34389377.245000005,1991367.957,0
Lantana,7.2,121,Drama,84.0,19936,4460426,tt0259393,0,0.293121,6.2,2001,19392071.575000003,31555208.205,0
A Better Life,7.2,98,Drama,64.0,16243,1759252,tt1554091,0,0.524684,6.6,2011,9693980.426,1705415.445,0
Savior,7.2,103,Drama,65.23290203327171,11262,12903,tt0120070,0,0.383831,7.0,1998,13376954.69,13241060.88,0
Tai Chi Master,7.2,96,Action,52.75206611570248,10538,10538,tt0108281,0,0.265865,7.0,1993,4174485.642,58937055.61,0
Another Woman,7.2,81,Drama,65.23290203327171,14523,1562749,tt0094663,0,0.493264,5.8,1988,3451350.606,1100009.1155,0
Mother and Child,7.2,125,Drama,64.0,12539,1110286,tt1121977,0,0.430617,6.7,2009,7114803.039,327617.2897,0
Take the Money and Run,7.2,85,Comedy,67.0,30705,724034,tt0065063,0,0.589059,6.9,1969,8916396.302,109004.312,0
The Hairdresser's Husband,7.2,82,Comedy,56.58610567514677,10097,1155800,tt0100112,0,0.243946,6.8,1990,3451350.606,1100009.1155,0
Tsotsi,7.2,94,Crime,70.0,28954,2912363,tt0468565,0,0.075624,6.8,2005,3349689.869,11031612.92,0
Happy Accidents,7.2,110,Comedy,60.0,10047,688510,tt0208196,0,0.194311,6.3,2000,19392071.575000003,871854.7836,0
The Memory of a Killer,7.2,123,Action,73.0,10338,332015,tt0374345,0,0.268921,6.3,2003,3451350.606,1100009.1155,0
Ghulam,7.2,162,Action,52.75206611570248,11690,11690,tt0190419,0,0.029699,5.0,1998,3451350.606,1100009.1155,0
Mystery Science Theater 3000: The Movie,7.2,73,Comedy,65.0,18662,1007306,tt0117128,0,0.117864,7.0,1996,37722622.19,89565316.505,1
The Taste of Others,7.2,112,Comedy,78.0,10133,635282,tt0216787,0,0.130962,6.4,2000,19469757.77,22657814.12,0
Mean Girls,7.1,97,Comedy,66.0,400149,86058055,tt0377092,0,2.629934,6.8,2004,19625571.8,148972948.8,1
Shooter,7.1,124,Action,53.0,343429,47003582,tt0822854,0,2.082325,6.9,2007,64151783.54,100641524.1,1
Pitch Perfect,7.1,112,Comedy,66.0,318015,65001093,tt1981677,0,2.623143,7.2,2012,16145652.78,109553407.4,0
Furious 7,7.1,137,Action,67.0,402135,132142175,tt2820852,0,9.335014,7.3,2015,78760466.20075,165524556.362,1
Vicky Cristina Barcelona,7.1,96,Comedy,70.0,261687,23216709,tt0497465,0,0.866771,6.7,2008,15191799.51,97641394.13,0
Fast Times at Ridgemont High,7.1,90,Comedy,61.0,109954,27092880,tt0083929,0,0.925383,6.9,1982,10168390.81,61220220.46,1
The Mummy,7.1,124,Action,48.0,444477,132142175,tt0120616,0,2.94377,6.3,1999,78760466.20075,165524556.362,1
The Dreamers,7.1,115,Drama,62.0,126277,2531462,tt0309987,0,2.643906,7.1,2003,17780289.67,17923912.92,0
Mission: Impossible,7.1,110,Action,59.0,439903,132142175,tt0117060,0,3.293387,6.5,1996,78760466.20075,165524556.362,1
The Lobster,7.1,119,Drama,82.0,270739,8699235,tt3464902,0,2.885126,6.6,2015,3679998.381,8339346.451,0
Tropic Thunder,7.1,107,Action,71.0,429989,110515313,tt0942385,0,1.622426,6.4,2008,78760466.20075,165524556.362,0
Dredd,7.1,95,Action,60.0,283300,13414714,tt1343727,0,1.653924,6.5,2012,47487214.07,38975360.78,0
The Ring,7.1,115,Horror,57.0,360815,129128133,tt0298130,0,1.359987,6.4,2002,58188546.89,165524556.362,0
Man of Steel,7.1,143,Action,55.0,787521,132142175,tt0770828,0,3.97246,6.5,2013,78760466.20075,165524556.362,1
The Mist,7.1,126,Horror,58.0,323426,25594957,tt0884328,0,2.510571,6.6,2007,18930034.49,60046269.21,0
Better Off Dead...,7.1,97,Comedy,51.0,47217,10297601,tt0088794,0,0.420284,6.9,1985,19392071.575000003,20874947.17,0
Cashback,7.1,102,Comedy,54.0,89081,24942,tt0460740,0,0.386756,6.7,2006,19392071.575000003,2481663.815,0
Everest,7.1,121,Action,64.0,224440,43482270,tt2719848,0,2.798017,6.7,2015,50599977.74,165524556.362,1
Brothers,7.1,105,Drama,58.0,136414,28501651,tt0765010,0,1.223786,6.7,2009,26426411.29,44028788.73,1
The 40-Year-Old Virgin,7.1,116,Comedy,73.0,450372,109449237,tt0405422,0,1.78595,6.2,2005,29030645.53,122207000.1,1
Batman Returns,7.1,126,Action,68.0,314554,132142175,tt0103776,0,2.248239,6.5,1992,78760466.20075,165524556.362,1
Iron Man 3,7.1,130,Action,62.0,870875,132142175,tt1300854,0,4.946136,6.9,2013,78760466.20075,165524556.362,1
Pretty Woman,7.1,119,Comedy,51.0,338248,132142175,tt0100405,0,2.212092,6.9,1990,23364579.56,165524556.362,1
Little Shop of Horrors,7.1,94,Comedy,81.0,80764,38747385,tt0091419,0,0.557155,6.4,1986,49735160.27,77086305.42,1
Forgetting Sarah Marshall,7.1,111,Comedy,67.0,293346,63172463,tt0800039,0,1.475988,6.3,2008,30383599.01,106517925.1,1
The Intern,7.1,121,Comedy,51.0,261543,75764672,tt2361509,0,2.814802,7.1,2015,32199985.83,165524556.362,1
WarGames,7.1,114,Action,77.0,104674,79568000,tt0086567,0,1.106471,6.8,1983,26271743.97,165524556.362,0
Margin Call,7.1,107,Drama,76.0,138116,5354039,tt1615147,0,0.846125,6.6,2011,3392893.149,18907177.23,0
"Love, Rosie",7.1,102,Comedy,44.0,147546,20431,tt1638002,0,2.295091,7.6,2014,10849021.5105,4089120.165,0
Spaceballs,7.1,96,Adventure,46.0,197879,38119483,tt0094012,0,1.846689,6.5,1987,43563125.94,73154354.13,0
Anastasia,7.1,94,Animation,61.0,129668,58406347,tt0118617,0,1.929641,7.2,1997,71998397.02,165524556.362,1
Pirates of the Caribbean: At World's End,7.1,169,Action,50.0,668101,132142175,tt0449088,0,4.965391,6.8,2007,78760466.20075,165524556.362,1
The Princess and the Frog,7.1,97,Animation,73.0,154917,104400899,tt0780521,0,2.463982,6.5,2009,78760466.20075,165524556.362,1
Anchorman: The Legend of Ron Burgundy,7.1,94,Comedy,63.0,367056,85288303,tt0357413,0,1.527154,6.7,2004,30015580.4,104562954.7,0
1984,7.1,113,Drama,67.0,75081,8400000,tt0087803,0,0.725581,6.5,1984,19392071.575000003,31555208.205,0
Enchanted,7.1,107,Animation,75.0,210741,127807262,tt0461770,0,1.488671,6.6,2007,78760466.20075,165524556.362,1
Ghost,7.1,127,Drama,52.0,226069,132142175,tt0099653,0,1.513223,6.7,1990,36715767.89,165524556.362,1
Blade,7.1,120,Action,47.0,285067,70087718,tt0120611,0,2.729745,6.3,1998,60196296.11,165524556.362,1
Remember Me,7.1,113,Drama,40.0,151391,19068240,tt1403981,0,1.57937,6.8,2010,20000000.0,50301043.22,0
Mrs. Doubtfire,7.1,125,Comedy,53.0,277031,132142175,tt0107614,0,1.732126,6.9,1993,37736749.04,165524556.362,1
Bone Tomahawk,7.1,132,Drama,72.0,107948,107948,tt2494362,0,1.073349,6.3,2015,1655999.271,31555208.205,0
There's Something About Mary,7.1,119,Comedy,69.0,319400,132142175,tt0129387,0,1.379837,6.5,1998,30766995.79,165524556.362,1
Tremors,7.1,96,Comedy,65.0,143447,16667084,tt0100814,0,0.85552,6.3,1990,18357883.94,81061739.9,1
Valkyrie,7.1,121,Drama,56.0,251151,83077833,tt0985699,0,1.845165,6.6,2008,75958997.54,165524556.362,0
"I, Robot",7.1,115,Action,59.0,555637,132142175,tt0343818,0,2.791375,6.6,2004,78760466.20075,165524556.362,1
Desperado,7.1,104,Action,55.0,191452,25625110,tt0112851,0,1.077787,6.7,1995,10016768.07,36354350.04,1
The Sons of Katie Elder,7.1,122,Western,72.0,18385,13333333,tt0059740,0,0.314916,6.9,1965,45999979.76,98965884.825,1
Wild,7.1,115,Adventure,74.0,133170,37880356,tt2305051,0,1.649321,6.9,2014,13816365.76,48358699.57,0
Planet Terror,7.1,105,Action,52.75206611570248,217082,217082,tt1077258,0,1.588462,6.3,2007,23493025.42,41172515.9,0
Chicken Run,7.1,84,Animation,88.0,199623,106834564,tt0120630,0,1.525559,6.3,2000,56983145.15,165524556.362,1
Escape from New York,7.1,99,Action,76.0,149243,25244700,tt0082340,0,1.003963,6.5,1981,14389144.83,119909540.2,0
Live Free or Die Hard,7.1,128,Action,69.0,412794,132142175,tt0337978,0,2.227384,6.3,2007,78760466.20075,165524556.362,1
My Bodyguard,7.1,102,Comedy,67.0,10352,22482952,tt0081207,0,0.210665,5.9,1980,34694390.230000004,59490717.31,1
Never Let Me Go,7.1,103,Drama,69.0,149288,2434652,tt1334260,0,0.856916,6.7,2010,15000000.0,9455232.0,0
Brave,7.1,93,Animation,69.0,424512,132142175,tt1217209,0,3.626741,6.6,2012,78760466.20075,165524556.362,1
Rocky Balboa,7.1,102,Action,63.0,224980,70270943,tt0479143,0,1.409773,6.4,2006,25960059.8,165524556.362,1
The Master,7.1,138,Drama,86.0,180011,16377274,tt1560747,0,1.106899,6.8,2012,30391817.0,26837930.89,0
Marnie,7.1,130,Crime,73.0,51937,7000000,tt0058329,0,0.663446,7.2,1964,15010752.79,49211871.87,1
Ever After: A Cinderella Story,7.1,121,Comedy,66.0,78978,65705771,tt0120631,0,0.823964,6.8,1998,34780082.2,87894313.5,1
Four Weddings and a Funeral,7.1,117,Comedy,81.0,158905,52700832,tt0109831,0,1.232871,6.5,1994,8826669.37,165524556.362,0
Moonstruck,7.1,102,Comedy,83.0,63406,80640528,tt0093565,0,0.421153,6.2,1987,26418412.33,154755659.8,0
About a Boy,7.1,101,Comedy,75.0,187798,41385278,tt0276751,0,1.263507,6.4,2002,32731057.63,156381719.8,1
Don't Look Now,7.1,110,Drama,95.0,58875,979337,tt0069995,0,0.874266,6.7,1973,7366739.368,31555208.205,0
Seven Psychopaths,7.1,110,Comedy,66.0,266427,15024049,tt1931533,0,0.958518,6.6,2012,14246164.22,18446181.32,0
The Adventures of Baron Munchausen,7.1,126,Adventure,69.0,55170,8083123,tt0096764,0,0.380129,6.9,1988,39577161.13,107263182.8,1
Real Steel,7.1,127,Action,56.0,341332,85468508,tt0433035,0,2.657014,6.5,2011,78760466.20075,165524556.362,1
Deja Vu,7.1,126,Action,59.0,318182,64038616,tt0453467,0,1.35007,6.5,2006,78760466.20075,165524556.362,1
Out of Africa,7.1,161,Biography,69.0,83306,87100000,tt0089755,0,1.168819,6.7,1985,62842147.62,165524556.362,1
Let Me In,7.1,116,Drama,79.0,124538,12134420,tt1228987,0,0.919635,6.6,2010,20000000.0,24145613.0,0
Cube,7.1,90,Drama,61.0,239004,501818,tt0123755,0,0.663483,6.7,1997,339615.0803,681699.8414,0
Side Effects,7.1,106,Crime,75.0,193693,32172757,tt2053463,0,0.886993,6.3,2013,28081000.58,59319014.21,0
The Danish Girl,7.1,119,Biography,66.0,192684,11114018,tt0810819,0,2.557859,7.3,2015,13799993.93,59056175.18,0
Tommy Boy,7.1,97,Adventure,46.0,92634,32700000,tt0114694,0,0.485393,6.8,1995,45999979.76,46719169.32,1
Coming to America,7.1,117,Comedy,47.0,215018,128152300,tt0094898,0,1.279955,6.4,1988,71911749.9,165524556.362,1
We Were Soldiers,7.1,138,Action,65.0,146724,78122718,tt0277434,0,0.936666,6.5,2002,78760466.20075,138998841.8,1
The Frighteners,7.1,110,Comedy,52.0,91978,16759216,tt0116365,0,0.923851,6.5,1996,41706502.17,40815673.53,1
God Bless America,7.1,105,Action,56.0,71091,122029,tt1912398,0,0.36105,6.8,2011,19392071.575000003,118799.7301,0
Alive,7.1,128,Biography,56.0,58653,36733909,tt0106246,0,0.519349,6.7,1993,48303038.77,55448732.21,1
No Way Out,7.1,114,Action,77.0,42973,35509515,tt0093640,0,0.406719,7.0,1987,28786206.57,68145615.6,0
The Poseidon Adventure,7.1,117,Action,70.0,47310,84563118,tt0069113,0,0.321141,7.7,1972,26072804.66,165524556.362,1
The Spectacular Now,7.1,95,Drama,82.0,157669,6851969,tt1714206,0,1.116296,6.8,2013,2340083.382,6416144.516,0
Elephant,7.1,81,Crime,70.0,94424,1227000,tt0363589,0,0.426977,7.1,2003,3556057.934,11867776.76,0
The Longest Yard,7.1,121,Comedy,61.0,20427,7130696,tt0071771,0,0.181863,6.2,1974,45999979.76,165524556.362,1
Uncle Buck,7.1,100,Comedy,51.0,101497,66758538,tt0098554,0,0.720081,6.6,1989,26384774.09,139414574.6,1
The Aristocats,7.1,78,Animation,66.0,109352,37675257,tt0065421,0,1.936962,7.0,1970,22465473.38,165524556.362,0
We Bought a Zoo,7.1,124,Comedy,58.0,147404,75624550,tt1389137,0,1.111078,6.4,2011,48469902.13,116407101.6,1
Payback,7.1,100,Action,46.0,141603,81526121,tt0120784,0,1.050599,6.5,1999,78760466.20075,165524556.362,1
Shakespeare in Love,7.1,123,Comedy,87.0,229535,100317794,tt0138097,0,1.059234,6.7,1998,33442386.73,165524556.362,1
Dressed to Kill,7.1,104,Crime,74.0,44734,31899000,tt0080661,0,0.590127,6.7,1980,17199238.89,84405926.38,0
Casualties of War,7.1,113,Action,75.0,46401,18671317,tt0097027,0,0.544382,6.5,1989,39577161.13,32842565.4,1
Monster's Ball,7.1,111,Drama,69.0,91755,31273922,tt0285742,0,0.522846,6.4,2001,4925952.467,55305498.34,0
The SpongeBob SquarePants Movie,7.1,87,Animation,66.0,96504,85417988,tt0345950,0,1.556897,6.6,2004,34633361.99,161809136.0,1
Elf,7.1,97,Adventure,64.0,287167,132142175,tt0319343,0,2.710192,6.5,2003,37931284.63,165524556.362,1
Defiance,7.1,137,Action,58.0,152160,28644813,tt1034303,0,0.785951,6.6,2008,32409172.28,51809322.05,0
Concussion,7.1,123,Biography,55.0,98032,34542474,tt3322364,0,2.121884,6.9,2015,32199985.83,44733666.56,0
Chasing Mavericks,7.1,116,Biography,45.0,33742,6002756,tt1629757,0,1.119628,7.0,2012,32003153.7,73841612.755,0
Locke,7.1,85,Drama,81.0,154576,1361423,tt2692904,0,0.602735,6.8,2014,1842182.102,4269533.348,0
Chariots of Fire,7.1,125,Biography,78.0,63555,58972904,tt0082158,0,0.6599,6.6,1981,13190049.43,141428276.1,1
Runaway Jury,7.1,127,Crime,61.0,101152,49443628,tt0313542,0,0.500124,6.8,2003,71121158.69,95010921.84,0
The Abominable Dr. Phibes,7.1,94,Comedy,56.58610567514677,15930,554365,tt0066740,0,0.07681,7.0,1971,2531430.1275,9822319.158,0
Die Hard 2,7.1,124,Action,67.0,371005,117540947,tt0099423,0,2.535646,6.4,1990,78760466.20075,165524556.362,1
Far from the Madding Crowd,7.1,119,Drama,71.0,51270,12229314,tt2935476,0,0.842202,6.9,2015,12551321.92,27811566.6,0
Agora,7.1,127,Adventure,55.0,71476,617840,tt1186830,0,0.661609,6.6,2009,71148030.39,39681802.63,0
The Ides of March,7.1,101,Drama,67.0,226399,40962534,tt1124035,0,0.771868,6.4,2011,12117475.53,73667524.58,0
The Big Chill,7.1,105,Comedy,61.0,39406,56200000,tt0085244,0,0.288819,6.3,1983,48904571.56,103472187.85,1
Lords of Dogtown,7.1,107,Biography,56.0,56656,11008432,tt0355702,0,0.195984,6.9,2005,27914082.24,14975298.83,1
Winter's Bone,7.1,100,Drama,90.0,146053,6531503,tt1399683,0,0.659749,6.7,2010,2000000.0,13831503.0,0
Parenthood,7.1,124,Comedy,82.0,52736,100047830,tt0098067,0,0.547789,6.2,1989,69510836.95,165524556.362,1
The Jerk,7.1,94,Comedy,61.0,60584,73691419,tt0079367,0,0.516572,7.0,1979,37722622.19,165524556.362,1
Kinsey,7.1,118,Biography,79.0,50175,10214647,tt0362269,0,0.373497,6.3,2004,12551321.92,22579555.285,0
Seven Years in Tibet,7.1,136,Adventure,55.0,149747,37957682,tt0120102,0,0.824965,6.9,1997,78760466.20075,165524556.362,0
"Definitely, Maybe",7.1,112,Comedy,59.0,169673,31973840,tt0832266,0,1.341805,6.5,2008,37722622.19,56156960.86,1
Phone Booth,7.1,81,Crime,56.0,276625,46566212,tt0183649,0,1.20464,6.5,2002,15759398.12,118604185.3,0
The Panic in Needle Park,7.1,110,Drama,74.0,19152,19152,tt0067549,0,0.483561,6.0,1971,8858645.634,31555208.205,0
Bull Durham,7.1,108,Comedy,73.0,56970,50888729,tt0094812,0,0.75639,6.3,1988,12907237.16,93831926.38,0
The Accused,7.1,111,Crime,65.0,37903,32069318,tt0094608,0,0.339766,6.7,1988,45999979.76,98965884.825,1
Three Kings,7.1,114,Action,82.0,176114,60652036,tt0120188,0,0.585123,6.3,1999,78760466.20075,141377707.4,1
The Driver,7.1,91,Action,56.0,18220,4905000,tt0077474,0,0.745447,6.8,1978,41557878.23,116558692.25,1
Day of the Dead,7.1,101,Horror,60.0,71624,5804262,tt0088993,0,0.689416,6.7,1985,7095081.183,68923645.78,0
Tracks,7.1,112,Adventure,78.0,30494,508806,tt2167266,0,0.027994,7.0,2014,11039995.14,4493305.05,0
The Time Traveler's Wife,7.1,107,Comedy,47.0,154320,63414846,tt0452694,0,0.965516,6.5,2009,39639616.93,102890004.5,1
Blue Ruin,7.1,90,Crime,78.0,76192,258113,tt2359024,0,0.896627,6.7,2014,324500.7475,237995.1901,0
State of Play,7.1,127,Crime,64.0,155447,37017955,tt0473705,0,1.043738,6.6,2009,60984026.05,89223892.89,1
Big Jake,7.1,110,Drama,57.0,13677,16350000,tt0066831,0,0.354036,6.4,1971,38790477.68,68958599.76,0
The Kings of Summer,7.1,95,Adventure,61.0,83024,1290312,tt2179116,0,0.635352,7.1,2013,19392071.575000003,31555208.205,0
Carnage,7.1,80,Comedy,61.0,129762,2547047,tt1692486,0,0.779648,6.9,2011,24234951.06,26758361.06,0
John Q,7.1,116,Crime,30.0,138952,71756802,tt0251160,0,0.782771,7.1,2002,43641410.17,123947387.4,1
Flags of Our Fathers,7.1,135,Action,79.0,126299,33602376,tt0418689,0,1.103135,6.7,2006,78760466.20075,71282266.87,1
The Dark Crystal,7.1,93,Adventure,66.0,69225,40577001,tt0083791,0,0.884844,7.3,1982,33894636.04,91689512.03,0
The Devil's Double,7.1,109,Biography,52.0,63054,1357042,tt1270262,0,0.363036,6.3,2011,18515502.61,5552918.47,0
The Jacket,7.1,103,Drama,44.0,116623,6303762,tt0366627,0,1.200307,6.6,2005,32380335.4,23588767.28,0
Benny & Joon,7.1,98,Comedy,57.0,60223,23202734,tt0106387,0,0.913982,6.8,1993,19392071.575000003,35023830.0,0
Rumble Fish,7.1,94,Crime,63.0,35945,2494480,tt0086216,0,0.311401,6.3,1983,21893119.98,5461194.992,1
Night Moves,7.1,100,Crime,82.0,16332,16332,tt0073453,0,0.017468,6.1,1975,38775921.7,71904401.14,1
Black Christmas,7.1,98,Horror,65.0,44483,4053000,tt0071222,0,0.319143,7.1,1974,19392071.575000003,31555208.205,0
Swiss Family Robinson,7.1,126,Adventure,61.0,17265,40356000,tt0054357,0,0.465879,6.9,1960,19392071.575000003,31555208.205,0
Tangerine,7.1,88,Comedy,86.0,34117,701837,tt3824458,0,0.266117,7.0,2015,712308.211,1011999.555,0
Safe,7.1,119,Drama,76.0,15858,512245,tt0114323,0,0.261562,7.2,1995,4605455.254,2771808.4285,0
The Muppets,7.1,103,Adventure,75.0,94742,88631237,tt1204342,0,0.699052,6.4,2011,43622911.92,160129276.0,1
The World According to Garp,7.1,136,Comedy,63.0,28263,29712172,tt0084917,0,0.389549,5.9,1982,38775921.7,71904401.14,1
Klute,7.1,114,Crime,81.0,27792,17440000,tt0067309,0,0.21439,6.1,1971,13462987.29,31555208.205,1
McLintock!,7.1,126,Comedy,62.0,15880,15880,tt0057298,0,0.183514,5.7,1963,26271743.97,81493868.88,0
Wag the Dog,7.1,97,Comedy,73.0,86379,43022524,tt0120885,0,0.855982,6.6,1997,20376904.82,87289923.28,1
Everybody's Fine,7.1,99,Adventure,47.0,62825,8855646,tt0780511,0,0.230953,6.5,2009,21344409.12,24908912.3,1
The Messenger,7.1,113,Drama,77.0,35979,66637,tt0790712,0,0.471747,6.9,2009,6606602.822,1546210.341,0
The Year of Living Dangerously,7.1,115,Drama,65.0,22148,10278575,tt0086617,0,0.358107,6.7,1982,13557854.42,23225903.91,0
Hard Eight,7.1,101,Crime,78.0,53013,222559,tt0119256,0,0.392776,6.6,1996,4170650.217,309405.2472,0
The Sword in the Stone,7.1,79,Animation,61.0,102196,22182353,tt0057546,0,2.18041,6.7,1963,32578627.58,165524556.362,0
Winnie the Pooh,7.1,63,Animation,74.0,26790,26692846,tt1449283,0,1.425344,6.8,2011,29081941.28,14017495.7,1
Sneakers,7.1,126,Comedy,65.0,60633,51433000,tt0105435,0,0.883759,6.6,1992,37722622.19,163534154.2,1
The Whistleblower,7.1,112,Biography,59.0,34941,1120914,tt0896872,0,0.534678,6.7,2010,13296419.94,12870150.01,0
Beautiful Girls,7.1,112,Comedy,64.0,34022,10597759,tt0115639,0,0.384097,6.4,1996,20127866.34,24908912.3,1
Michael Collins,7.1,133,Biography,60.0,32657,11092559,tt0117039,0,0.317794,6.1,1996,38926068.69,23494662.89,1
Catch-22,7.1,122,Comedy,70.0,25756,24911670,tt0065528,0,0.299819,6.7,1970,19392071.575000003,31555208.205,0
The Three Musketeers,7.1,106,Action,77.0,19264,22018000,tt0072281,0,0.412189,7.0,1973,19392071.575000003,31555208.205,0
The Big Red One,7.1,113,Drama,77.0,20657,20657,tt0080437,0,0.28902,6.4,1980,19392071.575000003,19067922.97,0
Crossroads,7.1,99,Drama,55.0,16893,5839031,tt0090888,0,0.502047,6.7,1986,48904571.56,11417107.9,1
Time After Time,7.1,112,Adventure,69.0,19642,19642,tt0080025,0,0.315247,6.4,1979,22642049.43,46020020.77,0
